user_id,book_id
271,1149
271,1990
271,6140
272,167
272,234
272,360
272,474
272,567
272,572
272,1392
272,1657
272,1661
272,1738
272,2424
272,2903
272,3164
272,3498
272,4014
272,4202
272,4296
272,4351
272,4541
272,4972
272,5978
272,6156
272,7334
272,7777
273,379
273,3873
274,498
274,602
274,4202
274,4509
274,9198
275,5
275,29
275,122
275,372
275,476
275,595
275,2025
275,2188
275,7496
276,118
276,129
276,130
276,265
276,284
276,323
276,342
276,607
276,619
276,1214
276,3953
276,4477
276,5286
276,7398
277,68
277,144
277,253
277,277
277,446
277,551
277,746
277,1050
277,1307
277,1334
277,1439
277,1770
277,2018
277,2071
277,2496
277,2814
277,3267
277,3307
277,3692
277,5320
277,8271
278,41
278,80
278,225
278,265
278,386
278,793
278,1361
278,1707
278,2415
278,3100
278,3304
279,481
279,1018
279,1060
279,1246
279,1467
279,1964
279,2382
279,2669
279,3278
279,8142
279,9234
279,9539
280,119
280,174
280,208
280,225
280,426
280,440
280,486
280,551
280,584
280,630
280,754
280,771
280,875
280,884
280,1114
280,1307
280,1439
280,1682
280,2067
280,2540
280,2543
280,2632
280,3550
280,3582
280,3602
280,3792
280,4029
280,4838
280,4970
281,279
282,119
282,195
282,208
282,249
282,3468
283,17
283,20
283,67
283,98
283,104
283,111
283,115
283,139
283,185
283,201
283,249
283,295
283,304
283,445
283,779
283,1024
283,1216
283,1334
283,1839
283,1856
283,2028
283,2251
283,2534
283,3237
283,3450
283,3561
283,4908
285,72
285,119
285,124
285,126
285,191
285,232
285,285
285,295
285,365
285,532
285,568
285,611
285,735
285,874
285,1154
285,1160
285,2676
285,2760
285,3529
285,3978
285,4064
285,4768
285,5073
285,5125
285,5782
285,7457
285,8418
285,9699
286,73
286,114
286,484
286,3248
286,3296
286,3595
288,100
288,325
288,407
288,557
288,899
288,983
288,1009
288,1136
288,1281
288,1509
288,1539
288,1544
288,1566
288,1708
288,2190
288,2204
288,2284
288,2316
288,2538
288,2738
288,3064
288,3412
288,3468
288,3588
288,4100
288,4130
288,4873
288,5556
288,6889
288,7079
288,7359
288,8094
288,8508
288,8704
288,8735
288,8881
288,9961
290,60
290,96
290,126
290,167
290,322
290,329
290,360
290,377
290,397
290,400
290,439
290,456
290,474
290,486
290,522
290,820
290,824
290,869
290,1296
290,1353
290,1464
290,1588
290,1979
290,1999
290,2875
290,7457
290,9931
291,55
291,65
291,357
291,405
291,474
291,520
291,1704
291,1953
291,2084
291,2440
291,5081
291,6156
291,9658
292,30
292,69
292,112
292,190
292,195
292,208
292,438
292,494
292,533
292,813
292,874
292,1803
292,2675
292,3102
292,4130
292,6287
292,8196
292,9013
293,61
293,101
293,141
293,267
293,533
293,792
293,1415
293,2499
293,3129
293,5409
293,8207
294,13
294,62
294,65
294,80
294,83
294,131
294,289
294,342
294,377
294,395
294,467
294,470
294,659
294,825
294,1031
294,1045
294,1197
294,1310
294,1431
294,2010
294,2051
294,2089
294,2188
294,2290
294,2440
294,2457
294,2772
294,2831
294,2854
294,3308
294,3329
294,4130
294,4392
294,4850
294,5242
294,5395
294,7001
294,8289
294,9999
295,11
295,13
295,54
295,102
295,113
295,129
295,160
295,171
295,181
295,354
295,387
295,498
295,499
295,559
295,560
295,664
295,916
295,959
295,1214
295,1247
295,1664
295,3508
295,5327
295,6259
295,6600
295,7592
297,408
298,141
298,887
298,1657
298,1982
298,2888
298,2899
298,2904
298,2926
301,72
301,94
301,137
301,243
301,317
301,383
301,436
301,669
301,1381
301,1593
301,2047
301,2825
301,3174
301,3601
301,3771
301,4571
301,4806
301,5672
301,5735
301,5876
301,5951
301,6246
301,6797
302,451
303,1883
303,4607
303,6037
303,8095
305,19
305,47
305,65
305,92
305,94
305,113
305,185
305,196
305,265
305,268
305,322
305,323
305,480
305,522
305,537
305,649
305,775
305,816
305,968
305,1005
305,1121
305,1142
305,1281
305,1282
305,1316
305,1334
305,1415
305,1800
305,1969
305,2084
305,2117
305,2329
305,2496
305,3222
305,4635
305,5407
305,7105
305,7401
305,8323
305,8846
306,87
306,333
306,521
306,968
306,1252
306,1334
306,1441
306,1494
306,1537
306,2013
306,2029
306,2108
306,3248
306,3459
306,3898
306,4129
306,4292
306,4541
306,4729
306,4967
306,5657
306,6443
306,6471
306,6521
306,7138
306,7656
306,8738
306,8974
308,501
309,35
309,36
309,57
309,87
309,94
309,118
309,129
309,172
309,178
309,181
309,277
309,287
309,289
309,357
309,359
309,385
309,386
309,426
309,468
309,537
309,614
309,794
309,1198
309,1223
309,1674
309,2089
309,2156
309,2486
309,2570
309,3525
309,3590
309,4378
309,5058
309,5954
309,6310
309,7290
309,8658
309,9669
310,635
310,1242
310,1307
310,1688
310,2281
310,2772
310,4706
310,6791
310,8184
311,2321
313,614
313,1365
313,1928
313,2286
313,2934
313,3609
313,3638
313,3695
313,4537
313,5540
