goodreads_book_id,tag_id,count
11,25234,108
11,25506,105
11,5481,105
11,9477,102
11,26838,102
11,14408,99
11,30672,96
11,29190,93
11,27535,92
11,9638,92
11,461,92
13,30574,75870
13,8717,8571
13,11557,3245
13,26837,2614
13,26771,2478
13,11743,1979
13,15048,1225
13,11305,933
13,22743,839
13,7457,551
13,26894,503
13,5207,495
13,7725,370
13,26785,347
13,15067,293
13,11590,225
13,9221,208
13,27199,196
13,12680,178
13,22753,163
13,27398,160
13,1691,141
13,22034,135
13,17213,134
13,26897,131
13,11370,127
13,20774,121
13,20849,106
13,18045,106
13,30521,101
13,7404,96
13,9801,96
13,10644,89
13,26816,89
13,5751,82
13,2104,81
13,26842,81
13,18367,77
13,28235,76
13,24960,73
13,15169,71
13,1642,69
13,27535,68
13,28300,66
13,10197,63
13,11376,63
13,26636,62
13,22330,61
13,26774,60
13,31505,59
13,1416,58
13,5090,57
13,21989,54
13,10210,54
13,2056,53
13,11497,52
13,33114,51
13,11505,51
13,22689,50
13,1659,50
13,240,50
13,15060,50
13,14064,40
13,27412,39
13,12663,39
13,30573,38
13,923,38
13,8055,36
13,7654,36
13,30464,35
13,14764,34
13,5444,33
13,27403,32
13,23349,32
13,13962,32
13,22352,31
13,30860,30
13,11491,29
13,25506,29
13,32586,28
13,2690,28
13,26838,28
13,236,27
13,26884,27
13,14408,26
13,10093,25
13,10094,25
13,28247,25
13,22301,25
13,7658,24
13,1128,23
13,3392,23
13,20824,23
13,2106,23
13,20781,23
13,23471,23
13,9477,23
13,23040,23
13,21815,23
13,6122,22
21,30574,33603
21,8717,12685
21,14552,3160
21,21773,1845
21,11557,1614
21,21689,1121
21,26816,1040
21,22743,573
21,3389,365
21,15048,340
21,5207,335
21,3392,297
21,30521,217
21,9221,196
21,23996,192
21,23569,186
21,17213,177
21,18045,175
21,3371,173
21,22753,156
21,11590,154
21,14467,150
21,23471,137
21,30755,130
21,25562,126
21,1416,125
21,15067,121
21,31505,117
21,10197,116
21,3358,114
21,10644,94
21,4631,88
21,3379,84
21,20774,80
21,30756,79
21,32586,77
21,10210,77
21,20849,76
21,3377,74
21,31155,73
21,21739,73
21,21685,73
21,21195,72
21,3288,71
21,22330,70
21,10997,68
21,10316,63
21,1642,61
21,15169,60
21,9477,59
21,12680,59
21,21187,59
21,14611,57
21,4949,56
21,9484,56
21,22689,54
21,10891,54
21,11743,53
21,27535,52
21,12940,49
21,22545,48
21,2705,48
21,23991,48
21,26862,47
21,13054,47
21,12962,46
21,32796,45
21,20731,43
21,10304,43
21,2277,42
21,25150,41
21,21766,41
21,941,38
21,21374,38
21,5858,37
21,23980,37
21,19524,36
21,8327,36
21,7305,36
21,24960,35
21,2104,35
21,21803,35
21,6692,35
21,25152,34
21,14064,34
21,25506,34
21,22733,34
21,26855,34
21,25151,32
21,32080,32
21,8346,32
21,22816,32
21,21732,32
21,11497,31
21,5444,31
21,603,31
21,12869,31
21,17807,31
21,28235,30
21,26888,29
24,31155,2312
24,21689,1971
24,8717,1558
24,30574,1009
24,21773,702
24,15048,572
24,3461,395
24,11557,366
24,19733,267
24,15067,174
24,22743,150
24,3389,148
24,3371,121
24,3392,117
24,14552,114
24,4522,101
24,19742,94
24,5207,93
24,31186,88
24,1691,85
24,12680,78
24,4949,77
24,4605,67
24,31190,58
24,9221,54
24,17213,50
24,18045,48
24,3379,46
24,7725,43
24,31156,37
24,3377,36
24,3465,36
24,1642,35
24,22753,34
24,11590,31
24,32077,31
24,31162,31
24,21195,31
24,11743,30
24,4615,29
24,3358,27
24,1416,25
24,20849,24
24,19738,24
24,1709,23
24,5858,23
24,15060,21
24,21685,21
24,8683,21
24,24960,20
24,10197,20
24,31191,20
24,2928,19
24,31174,19
24,15169,18
24,30521,18
24,25150,18
24,10210,18
24,2580,18
24,31505,18
24,9477,18
24,10891,18
24,25152,17
24,9484,17
24,3611,17
24,32586,16
24,18284,16
24,30756,16
24,8055,15
24,603,15
24,30755,15
24,12954,15
24,5051,15
24,13053,15
24,22180,15
24,10644,14
24,22689,14
24,25151,14
24,11503,14
24,31173,14
24,2104,13
24,25153,13
24,31192,13
24,1669,13
24,1668,13
24,31175,13
24,31176,13
24,20774,12
24,11978,12
24,21766,12
24,5481,12
24,12869,12
24,10094,11
24,4568,11
24,20159,11
24,14764,10
24,10093,10
24,24997,10
24,25506,10
24,21740,10
25,30574,816
25,15048,603
25,21773,540
25,19733,354
25,10891,154
25,21689,144
25,4605,138
25,22743,115
25,19742,107
25,31155,94
25,8717,91
25,3389,86
25,12680,81
25,2271,73
25,15067,67
25,3392,66
25,31186,64
25,7725,58
25,3611,56
25,18045,51
25,31656,51
25,9221,49
25,3371,48
25,14552,45
25,4949,43
25,5858,42
25,10197,37
25,4615,35
25,27669,32
25,8683,31
25,11743,29
25,22753,29
25,1642,28
25,10210,27
25,28009,26
25,31528,25
25,1416,24
25,31190,24
25,19738,22
25,15060,22
25,32865,22
25,18130,21
25,4521,21
25,3379,20
25,26816,20
25,28601,20
25,20849,19
25,10644,19
25,12940,19
25,31526,19
25,8738,19
25,2497,19
25,11557,18
25,10641,18
25,18318,18
25,12388,18
25,2450,18
25,31099,18
25,920,18
25,9306,18
25,8055,17
25,25149,17
25,3377,17
25,31162,17
25,462,17
25,30521,16
25,32586,16
25,923,16
25,9477,16
25,6524,16
25,5207,15
25,31156,15
25,4522,15
25,31187,15
25,1691,14
25,10093,14
25,17217,14
25,1669,14
25,21685,14
25,30756,13
25,4594,13
25,4587,13
25,6122,13
25,30755,12
25,19737,12
25,4611,12
25,10886,12
25,25147,11
25,2335,11
25,11503,11
25,31505,11
25,487,11
25,1668,11
25,21406,11
25,27535,10
25,25150,10
25,14764,10
25,3358,10
25,25148,10
25,21739,10
26,30574,27858
26,31155,1536
26,21689,1104
26,8717,709
26,21773,390
26,15048,362
26,19733,190
26,15067,126
26,11557,108
26,22743,107
26,4522,89
26,31186,84
26,5207,75
26,19742,67
26,2271,65
26,4605,60
26,12680,48
26,4949,41
26,10891,40
26,7725,38
26,18045,37
26,31656,37
26,3389,36
26,9221,35
26,31190,35
26,3392,32
26,2277,32
26,20849,28
26,30521,28
26,2335,26
26,3371,25
26,1691,24
26,5858,24
26,4615,23
26,25987,23
26,11743,22
26,31162,22
26,17213,21
26,14552,21
26,30756,21
26,1416,20
26,3611,19
26,10644,18
26,10197,18
26,30755,17
26,22753,16
26,8055,16
26,10210,16
26,31191,16
26,8683,16
26,1642,15
26,923,15
26,31156,15
26,31528,15
26,31173,15
26,11590,13
26,9477,13
26,5051,13
26,14764,12
26,3379,12
26,25146,12
26,32077,11
26,31192,11
26,31505,11
26,21685,11
26,20774,10
26,22689,10
26,25147,10
26,32586,10
26,12954,10
26,19738,10
26,15060,10
26,473,10
26,12663,10
26,21869,10
26,11123,10
26,31847,10
26,21111,9
26,30843,9
26,4568,9
26,1668,9
26,31642,9
26,4521,9
26,15169,8
26,25151,8
26,11503,8
26,10093,8
26,25149,8
26,22944,8
26,21740,8
26,25144,8
26,32865,8
26,16651,8
26,28601,8
26,31526,8
26,31174,8
26,25152,7
26,25150,7
26,5332,7
26,5859,7
27,30574,31357
27,31155,1827
27,21689,1120
27,8717,838
27,21773,362
27,15048,329
27,19733,180
27,15067,163
27,11557,141
27,10932,132
27,22743,102
27,4522,91
27,31186,81
27,5207,75
27,4605,61
27,19742,59
27,12680,50
27,3389,44
27,17213,40
27,7725,40
27,31190,39
27,18045,37
27,9221,36
27,10891,36
27,31162,34
27,14552,32
27,30521,31
27,3371,30
27,3392,28
27,32077,27
27,1691,24
27,22753,23
27,1642,22
27,5858,21
27,31191,19
27,4615,19
27,31174,19
27,11590,18
27,10197,18
27,10210,18
27,31156,18
27,20849,17
27,2277,17
27,3611,17
27,11743,16
27,20774,16
27,10644,16
27,3377,16
27,1416,15
27,19738,14
27,15169,13
27,25152,13
27,923,13
27,4949,13
27,12452,13
27,31175,13
27,8055,12
27,31192,12
27,9477,12
27,25150,11
27,3379,11
27,30755,11
27,31173,11
27,14764,10
27,25147,10
27,3358,10
27,31188,10
27,22944,10
27,15060,10
27,8683,10
27,22689,9
27,25151,9
27,27535,9
27,25148,9
27,30756,9
27,4568,9
27,487,9
27,21685,9
27,10886,9
27,22545,8
27,14064,8
27,24997,8
27,31189,8
27,30843,8
27,4587,8
27,9638,8
27,12663,8
27,21740,8
27,31159,8
27,4230,8
27,31847,8
27,25167,7
27,27556,7
27,10093,7
27,25149,7
27,13116,7
27,4611,7
27,13053,7
27,31848,7
27,31164,7
28,30574,35420
28,31155,2191
28,21689,2006
28,8717,1916
28,21773,653
28,15048,509
28,19733,306
28,15067,305
28,11557,231
28,10641,190
28,22743,167
28,5207,123
28,31186,109
28,4605,107
28,4522,107
28,19742,101
28,3389,90
28,12680,90
28,5747,83
28,17213,81
28,5751,67
28,7725,66
28,10891,63
28,9221,58
28,18045,58
28,3392,57
28,31190,56
28,3371,53
28,14552,51
28,4615,50
28,11743,48
28,22753,46
28,10932,46
28,31430,46
28,1416,43
28,11590,42
28,3611,40
28,3379,37
28,10644,36
28,1642,34
28,5858,34
28,8055,32
28,31162,32
28,8683,31
28,25152,30
28,10197,30
28,20849,28
28,31156,28
28,1691,27
28,923,27
28,30755,27
28,4949,27
28,31505,27
28,9477,27
28,10210,26
28,15060,26
28,30521,25
28,31191,25
28,19738,25
28,9484,24
28,3358,23
28,20774,22
28,15169,22
28,32586,22
28,487,22
28,4017,21
28,205,20
28,22689,19
28,4568,19
28,2277,18
28,30756,18
28,12954,18
28,21685,18
28,12869,17
28,4031,17
28,17217,16
28,3377,16
28,21739,16
28,24960,15
28,21766,15
28,13053,15
28,32077,14
28,5481,14
28,9638,14
28,12663,14
28,13615,14
28,4016,14
28,2534,14
28,4521,14
28,10093,13
28,11978,13
28,4587,13
28,22944,13
28,18525,13
28,21740,13
28,32865,13
28,21501,13
28,4037,13
28,25151,12
28,25153,12
29,30574,5492
29,8717,867
29,21689,410
29,15048,170
29,21773,167
29,14552,151
29,17591,122
29,17213,49
29,18243,46
29,22743,45
29,3392,36
29,4522,35
29,11557,32
29,14467,28
29,30755,28
29,21685,27
29,24444,27
29,10197,26
29,1642,26
29,30756,26
29,12680,26
29,3389,25
29,30521,25
29,5207,24
29,10644,23
29,10656,23
29,9221,22
29,3371,21
29,10210,18
29,4949,18
29,9477,18
29,32865,18
29,8683,17
29,10922,17
29,25562,16
29,21739,16
29,10304,16
29,17601,15
29,21790,15
29,22753,13
29,32586,13
29,923,13
29,5481,13
29,15067,13
29,2705,13
29,22556,13
29,32764,13
29,22689,12
29,18045,12
29,8055,12
29,22545,12
29,18367,12
29,487,12
29,10093,11
29,31505,11
29,28031,11
29,676,11
29,25152,10
29,27535,10
29,3379,10
29,21766,10
29,12955,10
29,5751,9
29,17217,9
29,24999,9
29,19524,9
29,7725,9
29,21374,9
29,21803,9
29,679,9
29,11503,8
29,3377,8
29,9484,8
29,9638,8
29,24662,8
29,15392,8
29,28032,8
29,8680,8
29,20161,8
29,25151,7
29,25153,7
29,10641,7
29,2271,7
29,5105,7
29,3358,7
29,25149,7
29,10094,7
29,25000,7
29,30551,7
29,1416,7
29,29316,7
29,28052,7
29,19949,7
29,17596,7
29,677,7
29,20774,6
29,5090,6
29,32099,6
29,22733,6
29,680,6
30,30574,692
30,11743,322
30,7404,108
30,11305,105
30,27199,99
30,26785,96
30,1691,92
30,10731,71
30,33114,50
30,15979,50
30,14361,45
30,7457,44
30,11370,42
30,18886,39
30,2104,39
30,18566,38
30,10729,36
30,26897,34
30,20849,32
30,9221,31
30,30521,29
30,26771,28
30,11505,26
30,7423,26
30,26837,26
30,22743,23
30,11376,23
30,8717,22
30,15169,22
30,18045,22
30,11497,21
30,20824,21
30,24960,19
30,6828,18
30,21989,17
30,26842,17
30,1642,17
30,16674,17
30,11557,16
30,19959,16
30,32989,15
30,5090,15
30,22689,15
30,1659,15
30,21024,15
30,5207,13
30,11550,13
30,1120,13
30,32586,13
30,32130,12
30,18615,12
30,14677,12
30,6953,11
30,1128,11
30,5751,11
30,5557,11
30,254,11
30,6857,10
30,6838,10
30,5776,10
30,29011,9
30,11574,9
30,2106,9
30,22352,9
30,18680,9
30,9882,9
30,1540,9
30,27403,9
30,7658,9
30,23349,9
30,11290,9
30,20570,9
30,11372,9
30,4316,9
30,11310,9
30,3389,8
30,17213,8
30,14064,8
30,25106,8
30,32088,8
30,14752,8
30,2158,8
30,12082,8
30,12079,8
30,7415,8
30,2107,8
30,29452,7
30,33165,7
30,5444,7
30,22545,7
30,1542,7
30,25506,7
30,26838,7
30,11773,7
30,134,7
30,30860,7
30,5036,7
30,20125,7
30,25220,7
30,10491,7
33,30574,116442
33,11305,13690
33,8717,11180
33,11557,8090
33,7457,3904
33,11743,3758
33,22743,1349
33,5207,1015
33,11590,811
33,7404,791
33,30909,609
33,1691,597
33,26785,566
33,9221,495
33,27199,452
33,22753,386
33,10731,376
33,18367,353
33,14361,324
33,11370,292
33,22034,290
33,33114,278
33,2104,250
33,10729,234
33,240,232
33,20774,226
33,24960,213
33,26897,204
33,20849,199
33,11505,198
33,18886,196
33,18045,185
33,5751,172
33,26771,168
33,26842,164
33,11497,163
33,15979,158
33,17213,150
33,11376,143
33,26837,142
33,10644,138
33,30521,136
33,27535,135
33,236,132
33,15169,130
33,21989,130
33,5090,124
33,19959,122
33,1642,119
33,923,107
33,6828,104
33,22689,102
33,26774,102
33,7423,100
33,18566,100
33,30573,97
33,11340,93
33,1128,90
33,1659,89
33,11290,89
33,11574,85
33,2106,85
33,251,84
33,11491,83
33,25234,82
33,20824,82
33,11978,80
33,1416,79
33,10197,78
33,5776,78
33,10210,74
33,11579,73
33,22330,73
33,31505,71
33,14764,70
33,11773,69
33,11372,69
33,32989,68
33,27403,68
33,25765,66
33,30860,65
33,10658,65
33,20731,63
33,28300,62
33,11314,59
33,21024,58
33,20570,58
33,14064,57
33,3392,56
33,20282,56
33,32130,56
33,24963,56
33,16674,55
33,20781,53
33,5444,53
33,32586,53
33,22944,53
33,12869,53
33,24964,52
33,254,52
34,11305,31618
34,30574,15494
34,7457,7966
34,11743,7187
34,5207,2770
34,7404,1686
34,1691,1555
34,8717,1457
34,27199,1364
34,26785,1223
34,30909,1189
34,11590,1116
34,10731,1020
34,14361,974
34,22753,945
34,11557,943
34,33114,654
34,18886,638
34,9221,618
34,22743,617
34,22034,581
34,18367,553
34,24960,511
34,15979,502
34,20774,474
34,10729,471
34,1642,439
34,18566,439
34,2104,385
34,20849,369
34,15169,346
34,26837,343
34,3389,339
34,26771,328
34,18045,316
34,3392,313
34,1659,310
34,26842,308
34,21989,298
34,5090,293
34,5751,289
34,11376,273
34,19959,264
34,10644,263
34,29190,253
34,30521,251
34,11497,239
34,17213,224
34,22689,220
34,11505,218
34,923,214
34,25765,202
34,3371,202
34,6828,201
34,240,201
34,1128,200
34,26774,197
34,26256,194
34,7423,190
34,11773,184
34,18615,183
34,25234,180
34,32989,178
34,1416,174
34,30573,167
34,11340,166
34,11290,158
34,11396,157
34,25151,156
34,10491,155
34,22330,152
34,5776,152
34,20570,148
34,31505,147
34,27535,142
34,3358,141
34,10197,134
34,27403,134
34,22352,132
34,29316,131
34,20282,128
34,11372,127
34,11574,126
34,29925,126
34,25152,125
34,20824,124
34,22944,124
34,14064,119
34,28300,119
34,11314,118
34,9638,118
34,20547,118
34,236,117
34,14764,116
34,24964,115
34,25150,115
34,5444,115
34,10210,114
34,32130,114
34,20781,113
50,8717,2212
50,33114,2121
50,11743,1587
50,1691,934
50,11557,890
50,30574,790
50,7457,735
50,32989,691
50,29045,642
50,6953,610
50,25438,524
50,26735,472
50,6828,451
50,6857,358
50,19974,339
50,6888,326
50,6895,289
50,5207,281
50,17124,280
50,25114,253
50,22743,231
50,27199,199
50,6838,184
50,21457,183
50,7404,165
50,12315,160
50,26740,160
50,16799,156
50,6960,154
50,19983,145
50,17129,143
50,29452,142
50,6829,136
50,7852,131
50,14046,128
50,33165,123
50,6914,111
50,22034,108
50,6920,108
50,33012,105
50,16805,102
50,21466,102
50,25191,100
50,1542,97
50,22753,91
50,6847,91
50,33023,85
50,32477,84
50,3389,82
50,6178,82
50,12850,82
50,18045,81
50,6597,81
50,33124,79
50,25034,78
50,3371,76
50,8055,76
50,6976,67
50,7484,67
50,9221,66
50,26754,66
50,25436,63
50,24960,57
50,20774,57
50,5090,57
50,12948,57
50,21195,57
50,8075,56
50,21447,55
50,1200,49
50,1173,49
50,21989,48
50,3392,46
50,32996,46
50,20785,45
50,10404,45
50,6909,44
50,1540,44
50,30573,43
50,25014,42
50,10397,42
50,17090,42
50,3677,42
50,20849,41
50,17086,41
50,27535,40
50,30521,40
50,6977,40
50,6973,40
50,26752,40
50,25761,40
50,15169,39
50,33116,39
50,5481,39
50,5583,39
50,33125,38
50,8067,38
50,19980,38
50,31359,37
50,9621,37
67,30574,8621
67,8717,824
67,14487,682
67,24609,310
67,11743,212
67,11557,211
67,4949,187
67,24624,168
67,1753,138
67,5207,107
67,22743,104
67,27919,98
67,14467,97
67,14552,79
67,18367,76
67,24632,76
67,18326,73
67,5051,70
67,22034,64
67,24639,61
67,24642,59
67,18045,53
67,1416,49
67,24615,49
67,4985,43
67,21989,41
67,2277,40
67,28204,39
67,24626,39
67,1659,37
67,22753,36
67,9221,35
67,24631,35
67,30672,32
67,24807,32
67,30521,30
67,8067,29
67,3677,29
67,2312,25
67,8346,25
67,20849,24
67,24638,24
67,22689,23
67,17213,23
67,8055,23
67,32586,23
67,2313,22
67,9477,21
67,9484,20
67,3392,19
67,31656,19
67,31505,19
67,31938,19
67,1761,18
67,11780,18
67,1762,18
67,18318,17
67,1642,17
67,2305,17
67,4959,17
67,28218,17
67,509,17
67,24627,17
67,15169,16
67,10197,16
67,14764,16
67,2271,16
67,12948,16
67,3676,16
67,3371,15
67,25506,15
67,4968,15
67,1750,15
67,28215,15
67,20774,13
67,7457,13
